x,y,u,v,p,psi,u_exact,p_exact,psi_exact
0.3728813559322034,0.09655172413793105,0.4994054696789537,0.0,0.6271186440677966,0.031609878770483976,0.4994054696789537,0.6271186440677966,0.031609878770483976
0.3898305084745763,0.09655172413793105,0.4994054696789537,0.0,0.6101694915254237,0.031609878770483976,0.4994054696789537,0.6101694915254237,0.031609878770483976
0.4067796610169492,0.09655172413793105,0.4994054696789537,0.0,0.5932203389830508,0.031609878770483976,0.4994054696789537,0.5932203389830508,0.031609878770483976
0.423728813559322,0.09655172413793105,0.4994054696789537,0.0,0.576271186440678,0.031609878770483976,0.4994054696789537,0.576271186440678,0.031609878770483976
0.4406779661016949,0.09655172413793105,0.4994054696789537,0.0,0.5593220338983051,0.031609878770483976,0.4994054696789537,0.5593220338983051,0.031609878770483976
0.4576271186440678,0.09655172413793105,0.4994054696789537,0.0,0.5423728813559322,0.031609878770483976,0.4994054696789537,0.5423728813559322,0.031609878770483976
0.4745762711864407,0.09655172413793105,0.4994054696789537,0.0,0.5254237288135593,0.031609878770483976,0.4994054696789537,0.5254237288135593,0.031609878770483976
0.4915254237288136,0.09655172413793105,0.4994054696789537,0.0,0.5084745762711864,0.031609878770483976,0.4994054696789537,0.5084745762711864,0.031609878770483976
0.5084745762711864,0.09655172413793105,0.4994054696789537,0.0,0.4915254237288136,0.031609878770483976,0.4994054696789537,0.4915254237288136,0.031609878770483976
0.5254237288135593,0.09655172413793105,0.4994054696789537,0.0,0.47457627118644075,0.031609878770483976,0.4994054696789537,0.47457627118644075,0.031609878770483976
0.5423728813559322,0.09655172413793105,0.4994054696789537,0.0,0.4576271186440678,0.031609878770483976,0.4994054696789537,0.4576271186440678,0.031609878770483976
0.5593220338983051,0.09655172413793105,0.4994054696789537,0.0,0.44067796610169485,0.031609878770483976,0.4994054696789537,0.44067796610169485,0.031609878770483976
0.576271186440678,0.09655172413793105,0.4994054696789537,0.0,0.423728813559322,0.031609878770483976,0.4994054696789537,0.423728813559322,0.031609878770483976
0.5932203389830508,0.09655172413793105,0.4994054696789537,0.0,0.4067796610169492,0.031609878770483976,0.4994054696789537,0.4067796610169492,0.031609878770483976
0.6101694915254237,0.09655172413793105,0.4994054696789537,0.0,0.38983050847457634,0.031609878770483976,0.4994054696789537,0.38983050847457634,0.031609878770483976
0.6271186440677966,0.09655172413793105,0.4994054696789537,0.0,0.3728813559322034,0.031609878770483976,0.4994054696789537,0.3728813559322034,0.031609878770483976
0.6440677966101696,0.09655172413793105,0.4994054696789537,0.0,0.35593220338983045,0.031609878770483976,0.4994054696789537,0.35593220338983045,0.031609878770483976
0.6610169491525424,0.09655172413793105,0.4994054696789537,0.0,0.3389830508474576,0.031609878770483976,0.4994054696789537,0.3389830508474576,0.031609878770483976
0.6779661016949152,0.09655172413793105,0.4994054696789537,0.0,0.3220338983050848,0.031609878770483976,0.4994054696789537,0.3220338983050848,0.031609878770483976
0.6949152542372881,0.09655172413793105,0.4994054696789537,0.0,0.30508474576271194,0.031609878770483976,0.4994054696789537,0.30508474576271194,0.031609878770483976
0.711864406779661,0.09655172413793105,0.4994054696789537,0.0,0.288135593220339,0.031609878770483976,0.4994054696789537,0.288135593220339,0.031609878770483976
0.728813559322034,0.09655172413793105,0.4994054696789537,0.0,0.27118644067796605,0.031609878770483976,0.4994054696789537,0.27118644067796605,0.031609878770483976
0.7457627118644068,0.09655172413793105,0.4994054696789537,0.0,0.2542372881355932,0.031609878770483976,0.4994054696789537,0.2542372881355932,0.031609878770483976
0.7627118644067796,0.09655172413793105,0.4994054696789537,0.0,0.23728813559322037,0.031609878770483976,0.4994054696789537,0.23728813559322037,0.031609878770483976
0.7796610169491526,0.09655172413793105,0.4994054696789537,0.0,0.22033898305084743,0.031609878770483976,0.4994054696789537,0.22033898305084743,0.031609878770483976
0.7966101694915254,0.09655172413793105,0.4994054696789537,0.0,0.2033898305084746,0.031609878770483976,0.4994054696789537,0.2033898305084746,0.031609878770483976
0.8135593220338984,0.09655172413793105,0.4994054696789537,0.0,0.18644067796610164,0.031609878770483976,0.4994054696789537,0.18644067796610164,0.031609878770483976
0.8305084745762712,0.09655172413793105,0.4994054696789537,0.0,0.1694915254237288,0.031609878770483976,0.4994054696789537,0.1694915254237288,0.031609878770483976
0.847457627118644,0.09655172413793105,0.4994054696789537,0.0,0.15254237288135597,0.031609878770483976,0.4994054696789537,0.15254237288135597,0.031609878770483976
0.864406779661017,0.09655172413793105,0.4994054696789537,0.0,0.13559322033898302,0.031609878770483976,0.4994054696789537,0.13559322033898302,0.031609878770483976
0.8813559322033898,0.09655172413793105,0.4994054696789537,0.0,0.11864406779661019,0.031609878770483976,0.4994054696789537,0.11864406779661019,0.031609878770483976
0.8983050847457628,0.09655172413793105,0.4994054696789537,0.0,0.10169491525423724,0.031609878770483976,0.4994054696789537,0.10169491525423724,0.031609878770483976
0.9152542372881356,0.09655172413793105,0.4994054696789537,0.0,0.0847457627118644,0.031609878770483976,0.4994054696789537,0.0847457627118644,0.031609878770483976
0.9322033898305084,0.09655172413793105,0.4994054696789537,0.0,0.06779661016949157,0.031609878770483976,0.4994054696789537,0.06779661016949157,0.031609878770483976
0.9491525423728814,0.09655172413793105,0.4994054696789537,0.0,0.05084745762711862,0.031609878770483976,0.4994054696789537,0.05084745762711862,0.031609878770483976
0.9661016949152542,0.09655172413793105,0.4994054696789537,0.0,0.03389830508474578,0.031609878770483976,0.4994054696789537,0.03389830508474578,0.031609878770483976
0.9830508474576272,0.09655172413793105,0.4994054696789537,0.0,0.016949152542372836,0.031609878770483976,0.4994054696789537,0.016949152542372836,0.031609878770483976
1.0,0.09655172413793105,0.4994054696789537,0.0,0.0,0.031609878770483976,0.4994054696789537,0.0,0.031609878770483976
0.0,0.10344827586206896,0.4994054696789537,0.0,1.0,0.0350567878961827,0.4994054696789537,1.0,0.0350567878961827
0.01694915254237288,0.10344827586206896,0.4994054696789537,0.0,0.9830508474576272,0.0350567878961827,0.4994054696789537,0.9830508474576272,0.0350567878961827
0.03389830508474576,0.10344827586206896,0.4994054696789537,0.0,0.9661016949152542,0.0350567878961827,0.4994054696789537,0.9661016949152542,0.0350567878961827
0.05084745762711865,0.10344827586206896,0.4994054696789537,0.0,0.9491525423728814,0.0350567878961827,0.4994054696789537,0.9491525423728814,0.0350567878961827
0.06779661016949153,0.10344827586206896,0.4994054696789537,0.0,0.9322033898305084,0.0350567878961827,0.4994054696789537,0.9322033898305084,0.0350567878961827
0.0847457627118644,0.10344827586206896,0.4994054696789537,0.0,0.9152542372881356,0.0350567878961827,0.4994054696789537,0.9152542372881356,0.0350567878961827
0.1016949152542373,0.10344827586206896,0.4994054696789537,0.0,0.8983050847457628,0.0350567878961827,0.4994054696789537,0.8983050847457628,0.0350567878961827
0.11864406779661017,0.10344827586206896,0.4994054696789537,0.0,0.8813559322033898,0.0350567878961827,0.4994054696789537,0.8813559322033898,0.0350567878961827
0.13559322033898305,0.10344827586206896,0.4994054696789537,0.0,0.864406779661017,0.0350567878961827,0.4994054696789537,0.864406779661017,0.0350567878961827
0.15254237288135594,0.10344827586206896,0.4994054696789537,0.0,0.847457627118644,0.0350567878961827,0.4994054696789537,0.847457627118644,0.0350567878961827
0.1694915254237288,0.10344827586206896,0.4994054696789537,0.0,0.8305084745762712,0.0350567878961827,0.4994054696789537,0.8305084745762712,0.0350567878961827
0.1864406779661017,0.10344827586206896,0.4994054696789537,0.0,0.8135593220338984,0.0350567878961827,0.4994054696789537,0.8135593220338984,0.0350567878961827
0.2033898305084746,0.10344827586206896,0.4994054696789537,0.0,0.7966101694915254,0.0350567878961827,0.4994054696789537,0.7966101694915254,0.0350567878961827
0.22033898305084745,0.10344827586206896,0.4994054696789537,0.0,0.7796610169491526,0.0350567878961827,0.4994054696789537,0.7796610169491526,0.0350567878961827
0.23728813559322035,0.10344827586206896,0.4994054696789537,0.0,0.7627118644067796,0.0350567878961827,0.4994054696789537,0.7627118644067796,0.0350567878961827
0.2542372881355932,0.10344827586206896,0.4994054696789537,0.0,0.7457627118644068,0.0350567878961827,0.4994054696789537,0.7457627118644068,0.0350567878961827
0.2711864406779661,0.10344827586206896,0.4994054696789537,0.0,0.728813559322034,0.0350567878961827,0.4994054696789537,0.728813559322034,0.0350567878961827
0.288135593220339,0.10344827586206896,0.4994054696789537,0.0,0.711864406779661,0.0350567878961827,0.4994054696789537,0.711864406779661,0.0350567878961827
0.3050847457627119,0.10344827586206896,0.4994054696789537,0.0,0.6949152542372881,0.0350567878961827,0.4994054696789537,0.6949152542372881,0.0350567878961827
0.3220338983050847,0.10344827586206896,0.4994054696789537,0.0,0.6779661016949152,0.0350567878961827,0.4994054696789537,0.6779661016949152,0.0350567878961827
0.3389830508474576,0.10344827586206896,0.4994054696789537,0.0,0.6610169491525424,0.0350567878961827,0.4994054696789537,0.6610169491525424,0.0350567878961827
0.3559322033898305,0.10344827586206896,0.4994054696789537,0.0,0.6440677966101696,0.0350567878961827,0.4994054696789537,0.6440677966101696,0.0350567878961827
0.3728813559322034,0.10344827586206896,0.4994054696789537,0.0,0.6271186440677966,0.0350567878961827,0.4994054696789537,0.6271186440677966,0.0350567878961827
0.3898305084745763,0.10344827586206896,0.4994054696789537,0.0,0.6101694915254237,0.0350567878961827,0.4994054696789537,0.6101694915254237,0.0350567878961827
0.4067796610169492,0.10344827586206896,0.4994054696789537,0.0,0.5932203389830508,0.0350567878961827,0.4994054696789537,0.5932203389830508,0.0350567878961827
0.423728813559322,0.10344827586206896,0.4994054696789537,0.0,0.576271186440678,0.0350567878961827,0.4994054696789537,0.576271186440678,0.0350567878961827
0.4406779661016949,0.10344827586206896,0.4994054696789537,0.0,0.5593220338983051,0.0350567878961827,0.4994054696789537,0.5593220338983051,0.0350567878961827
0.4576271186440678,0.10344827586206896,0.4994054696789537,0.0,0.5423728813559322,0.0350567878961827,0.4994054696789537,0.5423728813559322,0.0350567878961827
0.4745762711864407,0.10344827586206896,0.4994054696789537,0.0,0.5254237288135593,0.0350567878961827,0.4994054696789537,0.5254237288135593,0.0350567878961827
0.4915254237288136,0.10344827586206896,0.4994054696789537,0.0,0.5084745762711864,0.0350567878961827,0.4994054696789537,0.5084745762711864,0.0350567878961827
0.5084745762711864,0.10344827586206896,0.4994054696789537,0.0,0.4915254237288136,0.0350567878961827,0.4994054696789537,0.4915254237288136,0.0350567878961827
0.5254237288135593,0.10344827586206896,0.4994054696789537,0.0,0.47457627118644075,0.0350567878961827,0.4994054696789537,0.47457627118644075,0.0350567878961827
0.5423728813559322,0.10344827586206896,0.4994054696789537,0.0,0.4576271186440678,0.0350567878961827,0.4994054696789537,0.4576271186440678,0.0350567878961827
0.5593220338983051,0.10344827586206896,0.4994054696789537,0.0,0.44067796610169485,0.0350567878961827,0.4994054696789537,0.44067796610169485,0.0350567878961827
0.576271186440678,0.10344827586206896,0.4994054696789537,0.0,0.423728813559322,0.0350567878961827,0.4994054696789537,0.423728813559322,0.0350567878961827
0.5932203389830508,0.10344827586206896,0.4994054696789537,0.0,0.4067796610169492,0.0350567878961827,0.4994054696789537,0.4067796610169492,0.0350567878961827
0.6101694915254237,0.10344827586206896,0.4994054696789537,0.0,0.38983050847457634,0.0350567878961827,0.4994054696789537,0.38983050847457634,0.0350567878961827
0.6271186440677966,0.10344827586206896,0.4994054696789537,0.0,0.3728813559322034,0.0350567878961827,0.4994054696789537,0.3728813559322034,0.0350567878961827
0.6440677966101696,0.10344827586206896,0.4994054696789537,0.0,0.35593220338983045,0.0350567878961827,0.4994054696789537,0.35593220338983045,0.0350567878961827
0.6610169491525424,0.10344827586206896,0.4994054696789537,0.0,0.3389830508474576,0.0350567878961827,0.4994054696789537,0.3389830508474576,0.0350567878961827
0.6779661016949152,0.10344827586206896,0.4994054696789537,0.0,0.3220338983050848,0.0350567878961827,0.4994054696789537,0.3220338983050848,0.0350567878961827
0.6949152542372881,0.10344827586206896,0.4994054696789537,0.0,0.30508474576271194,0.0350567878961827,0.4994054696789537,0.30508474576271194,0.0350567878961827
0.711864406779661,0.10344827586206896,0.4994054696789537,0.0,0.288135593220339,0.0350567878961827,0.4994054696789537,0.288135593220339,0.0350567878961827
0.728813559322034,0.10344827586206896,0.4994054696789537,0.0,0.27118644067796605,0.0350567878961827,0.4994054696789537,0.27118644067796605,0.0350567878961827
0.7457627118644068,0.10344827586206896,0.4994054696789537,0.0,0.2542372881355932,0.0350567878961827,0.4994054696789537,0.2542372881355932,0.0350567878961827
0.7627118644067796,0.10344827586206896,0.4994054696789537,0.0,0.23728813559322037,0.0350567878961827,0.4994054696789537,0.23728813559322037,0.0350567878961827
0.7796610169491526,0.10344827586206896,0.4994054696789537,0.0,0.22033898305084743,0.0350567878961827,0.4994054696789537,0.22033898305084743,0.0350567878961827
0.7966101694915254,0.10344827586206896,0.4994054696789537,0.0,0.2033898305084746,0.0350567878961827,0.4994054696789537,0.2033898305084746,0.0350567878961827
0.8135593220338984,0.10344827586206896,0.4994054696789537,0.0,0.18644067796610164,0.0350567878961827,0.4994054696789537,0.18644067796610164,0.0350567878961827
0.8305084745762712,0.10344827586206896,0.4994054696789537,0.0,0.1694915254237288,0.0350567878961827,0.4994054696789537,0.1694915254237288,0.0350567878961827
0.847457627118644,0.10344827586206896,0.4994054696789537,0.0,0.15254237288135597,0.0350567878961827,0.4994054696789537,0.15254237288135597,0.0350567878961827
0.864406779661017,0.10344827586206896,0.4994054696789537,0.0,0.13559322033898302,0.0350567878961827,0.4994054696789537,0.13559322033898302,0.0350567878961827
0.8813559322033898,0.10344827586206896,0.4994054696789537,0.0,0.11864406779661019,0.0350567878961827,0.4994054696789537,0.11864406779661019,0.0350567878961827
0.8983050847457628,0.10344827586206896,0.4994054696789537,0.0,0.10169491525423724,0.0350567878961827,0.4994054696789537,0.10169491525423724,0.0350567878961827
0.9152542372881356,0.10344827586206896,0.4994054696789537,0.0,0.0847457627118644,0.0350567878961827,0.4994054696789537,0.0847457627118644,0.0350567878961827
0.9322033898305084,0.10344827586206896,0.4994054696789537,0.0,0.06779661016949157,0.0350567878961827,0.4994054696789537,0.06779661016949157,0.0350567878961827
0.9491525423728814,0.10344827586206896,0.4994054696789537,0.0,0.05084745762711862,0.0350567878961827,0.4994054696789537,0.05084745762711862,0.0350567878961827
0.9661016949152542,0.10344827586206896,0.4994054696789537,0.0,0.03389830508474578,0.0350567878961827,0.4994054696789537,0.03389830508474578,0.0350567878961827
0.9830508474576272,0.10344827586206896,0.4994054696789537,0.0,0.016949152542372836,0.0350567878961827,0.4994054696789537,0.016949152542372836,0.0350567878961827
1.0,0.10344827586206896,0.4994054696789537,0.0,0.0,0.0350567878961827,0.4994054696789537,0.0,0.0350567878961827
0.0,0.1103448275862069,0.49464922711058273,0.0,1.0,0.0384872961854388,0.49464922711058273,1.0,0.0384872961854388
0.01694915254237288,0.1103448275862069,0.49464922711058273,0.0,0.9830508474576272,0.0384872961854388,0.49464922711058273,0.9830508474576272,0.0384872961854388
0.03389830508474576,0.1103448275862069,0.49464922711058273,0.0,0.9661016949152542,0.0384872961854388,0.49464922711058273,0.9661016949152542,0.0384872961854388
0.05084745762711865,0.1103448275862069,0.49464922711058273,0.0,0.9491525423728814,0.0384872961854388,0.49464922711058273,0.9491525423728814,0.0384872961854388
0.06779661016949153,0.1103448275862069,0.49464922711058273,0.0,0.9322033898305084,0.0384872961854388,0.49464922711058273,0.9322033898305084,0.0384872961854388
0.0847457627118644,0.1103448275862069,0.49464922711058273,0.0,0.9152542372881356,0.0384872961854388,0.49464922711058273,0.9152542372881356,0.0384872961854388
0.1016949152542373,0.1103448275862069,0.49464922711058273,0.0,0.8983050847457628,0.0384872961854388,0.49464922711058273,0.8983050847457628,0.0384872961854388
0.11864406779661017,0.1103448275862069,0.49464922711058273,0.0,0.8813559322033898,0.0384872961854388,0.49464922711058273,0.8813559322033898,0.0384872961854388
0.13559322033898305,0.1103448275862069,0.49464922711058273,0.0,0.864406779661017,0.0384872961854388,0.49464922711058273,0.864406779661017,0.0384872961854388
0.15254237288135594,0.1103448275862069,0.49464922711058273,0.0,0.847457627118644,0.0384872961854388,0.49464922711058273,0.847457627118644,0.0384872961854388
0.1694915254237288,0.1103448275862069,0.49464922711058273,0.0,0.8305084745762712,0.0384872961854388,0.49464922711058273,0.8305084745762712,0.0384872961854388
0.1864406779661017,0.1103448275862069,0.49464922711058273,0.0,0.8135593220338984,0.0384872961854388,0.49464922711058273,0.8135593220338984,0.0384872961854388
0.2033898305084746,0.1103448275862069,0.49464922711058273,0.0,0.7966101694915254,0.0384872961854388,0.49464922711058273,0.7966101694915254,0.0384872961854388
0.22033898305084745,0.1103448275862069,0.49464922711058273,0.0,0.7796610169491526,0.0384872961854388,0.49464922711058273,0.7796610169491526,0.0384872961854388
0.23728813559322035,0.1103448275862069,0.49464922711058273,0.0,0.7627118644067796,0.0384872961854388,0.49464922711058273,0.7627118644067796,0.0384872961854388
0.2542372881355932,0.1103448275862069,0.49464922711058273,0.0,0.7457627118644068,0.0384872961854388,0.49464922711058273,0.7457627118644068,0.0384872961854388
0.2711864406779661,0.1103448275862069,0.49464922711058273,0.0,0.728813559322034,0.0384872961854388,0.49464922711058273,0.728813559322034,0.0384872961854388
0.288135593220339,0.1103448275862069,0.49464922711058273,0.0,0.711864406779661,0.0384872961854388,0.49464922711058273,0.711864406779661,0.0384872961854388
0.3050847457627119,0.1103448275862069,0.49464922711058273,0.0,0.6949152542372881,0.0384872961854388,0.49464922711058273,0.6949152542372881,0.0384872961854388
0.3220338983050847,0.1103448275862069,0.49464922711058273,0.0,0.6779661016949152,0.0384872961854388,0.49464922711058273,0.6779661016949152,0.0384872961854388
0.3389830508474576,0.1103448275862069,0.49464922711058273,0.0,0.6610169491525424,0.0384872961854388,0.49464922711058273,0.6610169491525424,0.0384872961854388
0.3559322033898305,0.1103448275862069,0.49464922711058273,0.0,0.6440677966101696,0.0384872961854388,0.49464922711058273,0.6440677966101696,0.0384872961854388
0.3728813559322034,0.1103448275862069,0.49464922711058273,0.0,0.6271186440677966,0.0384872961854388,0.49464922711058273,0.6271186440677966,0.0384872961854388
0.3898305084745763,0.1103448275862069,0.49464922711058273,0.0,0.6101694915254237,0.0384872961854388,0.49464922711058273,0.6101694915254237,0.0384872961854388
0.4067796610169492,0.1103448275862069,0.49464922711058273,0.0,0.5932203389830508,0.0384872961854388,0.49464922711058273,0.5932203389830508,0.0384872961854388
0.423728813559322,0.1103448275862069,0.49464922711058273,0.0,0.576271186440678,0.0384872961854388,0.49464922711058273,0.576271186440678,0.0384872961854388
0.4406779661016949,0.1103448275862069,0.49464922711058273,0.0,0.5593220338983051,0.0384872961854388,0.49464922711058273,0.5593220338983051,0.0384872961854388
0.4576271186440678,0.1103448275862069,0.49464922711058273,0.0,0.5423728813559322,0.0384872961854388,0.49464922711058273,0.5423728813559322,0.0384872961854388
0.4745762711864407,0.1103448275862069,0.49464922711058273,0.0,0.5254237288135593,0.0384872961854388,0.49464922711058273,0.5254237288135593,0.0384872961854388
0.4915254237288136,0.1103448275862069,0.49464922711058273,0.0,0.5084745762711864,0.0384872961854388,0.49464922711058273,0.5084745762711864,0.0384872961854388
0.5084745762711864,0.1103448275862069,0.49464922711058273,0.0,0.4915254237288136,0.0384872961854388,0.49464922711058273,0.4915254237288136,0.0384872961854388
0.5254237288135593,0.1103448275862069,0.49464922711058273,0.0,0.47457627118644075,0.0384872961854388,0.49464922711058273,0.47457627118644075,0.0384872961854388
0.5423728813559322,0.1103448275862069,0.49464922711058273,0.0,0.4576271186440678,0.0384872961854388,0.49464922711058273,0.4576271186440678,0.0384872961854388
0.5593220338983051,0.1103448275862069,0.49464922711058273,0.0,0.44067796610169485,0.0384872961854388,0.49464922711058273,0.44067796610169485,0.0384872961854388
0.576271186440678,0.1103448275862069,0.49464922711058273,0.0,0.423728813559322,0.0384872961854388,0.49464922711058273,0.423728813559322,0.0384872961854388
0.5932203389830508,0.1103448275862069,0.49464922711058273,0.0,0.4067796610169492,0.0384872961854388,0.49464922711058273,0.4067796610169492,0.0384872961854388
0.6101694915254237,0.1103448275862069,0.49464922711058273,0.0,0.38983050847457634,0.0384872961854388,0.49464922711058273,0.38983050847457634,0.0384872961854388
0.6271186440677966,0.1103448275862069,0.49464922711058273,0.0,0.3728813559322034,0.0384872961854388,0.49464922711058273,0.3728813559322034,0.0384872961854388
0.6440677966101696,0.1103448275862069,0.49464922711058273,0.0,0.35593220338983045,0.0384872961854388,0.49464922711058273,0.35593220338983045,0.0384872961854388
0.6610169491525424,0.1103448275862069,0.49464922711058273,0.0,0.3389830508474576,0.0384872961854388,0.49464922711058273,0.3389830508474576,0.0384872961854388
0.6779661016949152,0.1103448275862069,0.49464922711058273,0.0,0.3220338983050848,0.0384872961854388,0.49464922711058273,0.3220338983050848,0.0384872961854388
0.6949152542372881,0.1103448275862069,0.49464922711058273,0.0,0.30508474576271194,0.0384872961854388,0.49464922711058273,0.30508474576271194,0.0384872961854388
0.711864406779661,0.1103448275862069,0.49464922711058273,0.0,0.288135593220339,0.0384872961854388,0.49464922711058273,0.288135593220339,0.0384872961854388
0.728813559322034,0.1103448275862069,0.49464922711058273,0.0,0.27118644067796605,0.0384872961854388,0.49464922711058273,0.27118644067796605,0.0384872961854388
0.7457627118644068,0.1103448275862069,0.49464922711058273,0.0,0.2542372881355932,0.0384872961854388,0.49464922711058273,0.2542372881355932,0.0384872961854388
0.7627118644067796,0.1103448275862069,0.49464922711058273,0.0,0.23728813559322037,0.0384872961854388,0.49464922711058273,0.23728813559322037,0.0384872961854388
0.7796610169491526,0.1103448275862069,0.49464922711058273,0.0,0.22033898305084743,0.0384872961854388,0.49464922711058273,0.22033898305084743,0.0384872961854388
0.7966101694915254,0.1103448275862069,0.49464922711058273,0.0,0.2033898305084746,0.0384872961854388,0.49464922711058273,0.2033898305084746,0.0384872961854388
0.8135593220338984,0.1103448275862069,0.49464922711058273,0.0,0.18644067796610164,0.0384872961854388,0.49464922711058273,0.18644067796610164,0.0384872961854388
0.8305084745762712,0.1103448275862069,0.49464922711058273,0.0,0.1694915254237288,0.0384872961854388,0.49464922711058273,0.1694915254237288,0.0384872961854388
0.847457627118644,0.1103448275862069,0.49464922711058273,0.0,0.15254237288135597,0.0384872961854388,0.49464922711058273,0.15254237288135597,0.0384872961854388
0.864406779661017,0.1103448275862069,0.49464922711058273,0.0,0.13559322033898302,0.0384872961854388,0.49464922711058273,0.13559322033898302,0.0384872961854388
0.8813559322033898,0.1103448275862069,0.49464922711058273,0.0,0.11864406779661019,0.0384872961854388,0.49464922711058273,0.11864406779661019,0.0384872961854388
0.8983050847457628,0.1103448275862069,0.49464922711058273,0.0,0.10169491525423724,0.0384872961854388,0.49464922711058273,0.10169491525423724,0.0384872961854388
0.9152542372881356,0.1103448275862069,0.49464922711058273,0.0,0.0847457627118644,0.0384872961854388,0.49464922711058273,0.0847457627118644,0.0384872961854388
0.9322033898305084,0.1103448275862069,0.49464922711058273,0.0,0.06779661016949157,0.0384872961854388,0.49464922711058273,0.06779661016949157,0.0384872961854388
0.9491525423728814,0.1103448275862069,0.49464922711058273,0.0,0.05084745762711862,0.0384872961854388,0.49464922711058273,0.05084745762711862,0.0384872961854388
0.9661016949152542,0.1103448275862069,0.49464922711058273,0.0,0.03389830508474578,0.0384872961854388,0.49464922711058273,0.03389830508474578,0.0384872961854388
0.9830508474576272,0.1103448275862069,0.49464922711058273,0.0,0.016949152542372836,0.0384872961854388,0.49464922711058273,0.016949152542372836,0.0384872961854388
1.0,0.1103448275862069,0.49464922711058273,0.0,0.0,0.0384872961854388,0.49464922711058273,0.0,0.0384872961854388
0.0,0.11724137931034483,0.48513674197384077,0.0,1.0,0.0418686019653669,0.48513674197384077,1.0,0.0418686019653669
0.01694915254237288,0.11724137931034483,0.48513674197384077,0.0,0.9830508474576272,0.0418686019653669,0.48513674197384077,0.9830508474576272,0.0418686019653669
0.03389830508474576,0.11724137931034483,0.48513674197384077,0.0,0.9661016949152542,0.0418686019653669,0.48513674197384077,0.9661016949152542,0.0418686019653669
0.05084745762711865,0.11724137931034483,0.48513674197384077,0.0,0.9491525423728814,0.0418686019653669,0.48513674197384077,0.9491525423728814,0.0418686019653669
0.06779661016949153,0.11724137931034483,0.48513674197384077,0.0,0.9322033898305084,0.0418686019653669,0.48513674197384077,0.9322033898305084,0.0418686019653669
0.0847457627118644,0.11724137931034483,0.48513674197384077,0.0,0.9152542372881356,0.0418686019653669,0.48513674197384077,0.9152542372881356,0.0418686019653669
0.1016949152542373,0.11724137931034483,0.48513674197384077,0.0,0.8983050847457628,0.0418686019653669,0.48513674197384077,0.8983050847457628,0.0418686019653669
0.11864406779661017,0.11724137931034483,0.48513674197384077,0.0,0.8813559322033898,0.0418686019653669,0.48513674197384077,0.8813559322033898,0.0418686019653669
0.13559322033898305,0.11724137931034483,0.48513674197384077,0.0,0.864406779661017,0.0418686019653669,0.48513674197384077,0.864406779661017,0.0418686019653669
0.15254237288135594,0.11724137931034483,0.48513674197384077,0.0,0.847457627118644,0.0418686019653669,0.48513674197384077,0.847457627118644,0.0418686019653669
0.1694915254237288,0.11724137931034483,0.48513674197384077,0.0,0.8305084745762712,0.0418686019653669,0.48513674197384077,0.8305084745762712,0.0418686019653669
0.1864406779661017,0.11724137931034483,0.48513674197384077,0.0,0.8135593220338984,0.0418686019653669,0.48513674197384077,0.8135593220338984,0.0418686019653669
0.2033898305084746,0.11724137931034483,0.48513674197384077,0.0,0.7966101694915254,0.0418686019653669,0.48513674197384077,0.7966101694915254,0.0418686019653669
0.22033898305084745,0.11724137931034483,0.48513674197384077,0.0,0.7796610169491526,0.0418686019653669,0.48513674197384077,0.7796610169491526,0.0418686019653669
0.23728813559322035,0.11724137931034483,0.48513674197384077,0.0,0.7627118644067796,0.0418686019653669,0.48513674197384077,0.7627118644067796,0.0418686019653669
0.2542372881355932,0.11724137931034483,0.48513674197384077,0.0,0.7457627118644068,0.0418686019653669,0.48513674197384077,0.7457627118644068,0.0418686019653669
0.2711864406779661,0.11724137931034483,0.48513674197384077,0.0,0.728813559322034,0.0418686019653669,0.48513674197384077,0.728813559322034,0.0418686019653669
0.288135593220339,0.11724137931034483,0.48513674197384077,0.0,0.711864406779661,0.0418686019653669,0.48513674197384077,0.711864406779661,0.0418686019653669
0.3050847457627119,0.11724137931034483,0.48513674197384077,0.0,0.6949152542372881,0.0418686019653669,0.48513674197384077,0.6949152542372881,0.0418686019653669
0.3220338983050847,0.11724137931034483,0.48513674197384077,0.0,0.6779661016949152,0.0418686019653669,0.48513674197384077,0.6779661016949152,0.0418686019653669
0.3389830508474576,0.11724137931034483,0.48513674197384077,0.0,0.6610169491525424,0.0418686019653669,0.48513674197384077,0.6610169491525424,0.0418686019653669
0.3559322033898305,0.11724137931034483,0.48513674197384077,0.0,0.6440677966101696,0.0418686019653669,0.48513674197384077,0.6440677966101696,0.0418686019653669
0.3728813559322034,0.11724137931034483,0.48513674197384077,0.0,0.6271186440677966,0.0418686019653669,0.48513674197384077,0.6271186440677966,0.0418686019653669
0.3898305084745763,0.11724137931034483,0.48513674197384077,0.0,0.6101694915254237,0.0418686019653669,0.48513674197384077,0.6101694915254237,0.0418686019653669
0.4067796610169492,0.11724137931034483,0.48513674197384077,0.0,0.5932203389830508,0.0418686019653669,0.48513674197384077,0.5932203389830508,0.0418686019653669
0.423728813559322,0.11724137931034483,0.48513674197384077,0.0,0.576271186440678,0.0418686019653669,0.48513674197384077,0.576271186440678,0.0418686019653669
0.4406779661016949,0.11724137931034483,0.48513674197384077,0.0,0.5593220338983051,0.0418686019653669,0.48513674197384077,0.5593220338983051,0.0418686019653669
